Order,Variable,Description,Category,Hierarchy Level,Hierarchy Description,Nearest Parent,Data Vintage,Root Formula,Type,Size,Part
1324,P3YHFA_0_4,Household Population Female 0 To 4,Female Household Population by Age,1,    Household Population Female 0 To 4,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1325,P3YHFA_5_9,Household Population Female 5 To 9,Female Household Population by Age,1,    Household Population Female 5 To 9,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1326,P3YHFA1014,Household Population Female 10 To 14,Female Household Population by Age,1,    Household Population Female 10 To 14,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1327,P3YHFA1519,Household Population Female 15 To 19,Female Household Population by Age,1,    Household Population Female 15 To 19,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1328,P3YHFA2024,Household Population Female 20 To 24,Female Household Population by Age,1,    Household Population Female 20 To 24,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1329,P3YHFA2529,Household Population Female 25 To 29,Female Household Population by Age,1,    Household Population Female 25 To 29,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1330,P3YHFA3034,Household Population Female 30 To 34,Female Household Population by Age,1,    Household Population Female 30 To 34,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1331,P3YHFA3539,Household Population Female 35 To 39,Female Household Population by Age,1,    Household Population Female 35 To 39,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1332,P3YHFA4044,Household Population Female 40 To 44,Female Household Population by Age,1,    Household Population Female 40 To 44,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1333,P3YHFA4549,Household Population Female 45 To 49,Female Household Population by Age,1,    Household Population Female 45 To 49,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1334,P3YHFA5054,Household Population Female 50 To 54,Female Household Population by Age,1,    Household Population Female 50 To 54,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1335,P3YHFA5559,Household Population Female 55 To 59,Female Household Population by Age,1,    Household Population Female 55 To 59,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1336,P3YHFA6064,Household Population Female 60 To 64,Female Household Population by Age,1,    Household Population Female 60 To 64,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1337,P3YHFA6569,Household Population Female 65 To 69,Female Household Population by Age,1,    Household Population Female 65 To 69,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1338,P3YHFA7074,Household Population Female 70 To 74,Female Household Population by Age,1,    Household Population Female 70 To 74,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1339,P3YHFA7579,Household Population Female 75 To 79,Female Household Population by Age,1,    Household Population Female 75 To 79,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1340,P3YHFA8084,Household Population Female 80 To 84,Female Household Population by Age,1,    Household Population Female 80 To 84,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1341,P3YHFA85P,Household Population Female 85 Or Older,Female Household Population by Age,1,    Household Population Female 85 Or Older,P3YHFAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1342,P3YHFAAVG,Average Age Of Household Population Female,Female Household Population by Age,0,Average Age Of Household Population Female,,2028,[P3YHTAHPOP],FixedDecimal,12.1,_3
1343,P3YHFAMED,Median Age Of Household Population Female,Female Household Population by Age,0,Median Age Of Household Population Female,,2028,[P3YHTAHPOP],FixedDecimal,12.1,_3
1344,P3YMTNHHD,Total Households For Maintainer Ages,Households by Maintainer Age,0,Total Households For Maintainer Ages,,2028,[P3YMTNHHD],Int32,4,_3
1345,P3YMTN1524,Maintainers 15 To 24,Households by Maintainer Age,1,    Maintainers 15 To 24,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1346,P3YMTN2534,Maintainers 25 To 34,Households by Maintainer Age,1,    Maintainers 25 To 34,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1347,P3YMTN3544,Maintainers 35 To 44,Households by Maintainer Age,1,    Maintainers 35 To 44,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1348,P3YMTN4554,Maintainers 45 To 54,Households by Maintainer Age,1,    Maintainers 45 To 54,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1349,P3YMTN5564,Maintainers 55 To 64,Households by Maintainer Age,1,    Maintainers 55 To 64,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1350,P3YMTN6574,Maintainers 65 To 74,Households by Maintainer Age,1,    Maintainers 65 To 74,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1351,P3YMTN7584,Maintainers 75 To 84,Households by Maintainer Age,1,    Maintainers 75 To 84,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1352,P3YMTN85P,Maintainers 85 Or Older,Households by Maintainer Age,1,    Maintainers 85 Or Older,P3YMTNHHD,2028,[P3YMTNHHD],Int32,4,_3
1353,P3YMTNAVG,Average Maintainer Age,Households by Maintainer Age,0,Average Maintainer Age,,2028,[P3YMTNHHD],FixedDecimal,12.1,_3
1354,P3YMTNMED,Median Maintainer Age,Households by Maintainer Age,0,Median Maintainer Age,,2028,[P3YMTNHHD],FixedDecimal,12.1,_3
1355,P3YHSZHHD,Total Households For Household Size,Households by Size of Household,0,Total Households For Household Size,,2028,[P3YHSZHHD],Int32,4,_3
1356,P3YHSZ1PER,1 Person,Households by Size of Household,1,    1 Person,P3YHSZHHD,2028,[P3YHSZHHD],Int32,4,_3
1357,P3YHSZ2PER,2 Persons,Households by Size of Household,1,    2 Persons,P3YHSZHHD,2028,[P3YHSZHHD],Int32,4,_3
1358,P3YHSZ3PER,3 Persons,Households by Size of Household,1,    3 Persons,P3YHSZHHD,2028,[P3YHSZHHD],Int32,4,_3
1359,P3YHSZ4PER,4 Persons,Households by Size of Household,1,    4 Persons,P3YHSZHHD,2028,[P3YHSZHHD],Int32,4,_3
1360,P3YHSZ5PER,5 Or More Persons,Households by Size of Household,1,    5 Or More Persons,P3YHSZHHD,2028,[P3YHSZHHD],Int32,4,_3
1361,P3YHSZTPER,Number Of Persons In Private Households,Households by Size of Household,1,    Number Of Persons In Private Households,P3YHSZTPER,2028,[P3YHSZHHD],Int32,4,_3
1362,P3YHSZAVG,Average Number Of Persons In Private Households,Households by Size of Household,0,Average Number Of Persons In Private Households,,2028,[P3YHSZHHD],FixedDecimal,12.1,_3
1363,P3YHTYHHD,Total Households For Household Type,Households by Household Type,0,Total Households For Household Type,,2028,[P3YHTYHHD],Int32,4,_3
1364,P3YHTYFHT,Total Family Households,Households by Household Type,1,    Total Family Households,P3YHTYHHD,2028,[P3YHTYHHD],Int32,4,_3
1365,P3YHTY1FH,One-Family Households,Households by Household Type,2,        One-Family Households,P3YHTYFHT,2028,[P3YHTYHHD],Int32,4,_3
1366,P3YHTY1FHP,One-Family Households With Additional Persons,Households by Household Type,3,            One-Family Households With Additional Persons,P3YHTY1FH,2028,[P3YHTYHHD],Int32,4,_3
1367,P3YHTY1FHNP,One-Family Households Without Additional Persons,Households by Household Type,3,            One-Family Households Without Additional Persons,P3YHTY1FH,2028,[P3YHTYHHD],Int32,4,_3
1368,P3YHTYMGFH,Multigenerational Family Households,Households by Household Type,2,        Multigenerational Family Households,P3YHTYFHT,2028,[P3YHTYHHD],Int32,4,_3
1369,P3YHTYMFH,Multiple-Family Households,Households by Household Type,2,        Multiple-Family Households,P3YHTYFHT,2028,[P3YHTYHHD],Int32,4,_3
1370,P3YHTYNFH,Non-Family Households,Households by Household Type,1,    Non-Family Households,P3YHTYHHD,2028,[P3YHTYHHD],Int32,4,_3
1371,P3YHTY1PH,One-Person Households,Households by Household Type,2,        One-Person Households,P3YHTYNFH,2028,[P3YHTYHHD],Int32,4,_3
1372,P3YHTYN65A,People 65 Years Or Over Living Alone,Households by Household Type,3,            People 65 Years Or Over Living Alone,P3YHTY1PH,2028,[P3YHTYHHD],Int32,4,_3
1373,P3YHTY2PPH,Two-Or-More-Person Households,Households by Household Type,2,        Two-Or-More-Person Households,P3YHTYNFH,2028,[P3YHTYHHD],Int32,4,_3
1374,P3YMARHP15,Household Population 15 Years Or Over,Household Population 15 Years or Over by Marital Status,0,Household Population 15 Years Or Over,,2028,[P3YMARHP15],Int32,4,_3
1375,P3YMARMCL,Married Or Living With A Common-Law Partner,Household Population 15 Years or Over by Marital Status,1,    Married Or Living With A Common-Law Partner,P3YMARHP15,2028,[P3YMARHP15],Int32,4,_3
1376,P3YMARM,Married (And Not Separated),Household Population 15 Years or Over by Marital Status,2,        Married (And Not Separated),P3YMARMCL,2028,[P3YMARHP15],Int32,4,_3
1377,P3YMARCL,Living Common Law,Household Population 15 Years or Over by Marital Status,2,        Living Common Law,P3YMARMCL,2028,[P3YMARHP15],Int32,4,_3
1378,P3YMARNMCL,Not Married And Not Living With A Common-Law Partner,Household Population 15 Years or Over by Marital Status,1,    Not Married And Not Living With A Common-Law Partner,P3YMARHP15,2028,[P3YMARHP15],Int32,4,_3
1379,P3YMARSING,Single (Never Legally Married),Household Population 15 Years or Over by Marital Status,2,        Single (Never Legally Married),P3YMARNMCL,2028,[P3YMARHP15],Int32,4,_3
1380,P3YMARSEP,Separated,Household Population 15 Years or Over by Marital Status,2,        Separated,P3YMARNMCL,2028,[P3YMARHP15],Int32,4,_3
1381,P3YMARDIV,Divorced,Household Population 15 Years or Over by Marital Status,2,        Divorced,P3YMARNMCL,2028,[P3YMARHP15],Int32,4,_3
1382,P3YMARWID,Widowed,Household Population 15 Years or Over by Marital Status,2,        Widowed,P3YMARNMCL,2028,[P3YMARHP15],Int32,4,_3
1383,P3YCFSCF,Total Census Families,Census Families by Family Structure,0,Total Census Families,,2028,[P3YCFSCF],Int32,4,_3
1384,P3YCFSC,Total Couple Families,Census Families by Family Structure,1,    Total Couple Families,P3YCFSCF,2028,[P3YCFSCF],Int32,4,_3
1385,P3YCFSCNC,Without Children At Home,Census Families by Family Structure,2,        Without Children At Home,P3YCFSC,2028,[P3YCFSCF],Int32,4,_3
1386,P3YCFSCWC,With Children At Home,Census Families by Family Structure,2,        With Children At Home,P3YCFSC,2028,[P3YCFSCF],Int32,4,_3
1387,P3YCFSM,Married Couple Families,Census Families by Family Structure,2,        Married Couple Families,P3YCFSC,2028,[P3YCFSCF],Int32,4,_3
1388,P3YCFSMNC,Without Children At Home,Census Families by Family Structure,3,            Without Children At Home,P3YCFSM,2028,[P3YCFSCF],Int32,4,_3
1389,P3YCFSMWC,With Children At Home,Census Families by Family Structure,3,            With Children At Home,P3YCFSM,2028,[P3YCFSCF],Int32,4,_3
1390,P3YCFSCL,Common-Law Couple Families,Census Families by Family Structure,2,        Common-Law Couple Families,P3YCFSC,2028,[P3YCFSCF],Int32,4,_3
1391,P3YCFSCLNC,Without Children At Home,Census Families by Family Structure,3,            Without Children At Home,P3YCFSCL,2028,[P3YCFSCF],Int32,4,_3
1392,P3YCFSCLWC,With Children At Home,Census Families by Family Structure,3,            With Children At Home,P3YCFSCL,2028,[P3YCFSCF],Int32,4,_3
1393,P3YCFSLP,Total Lone-Parent Families,Census Families by Family Structure,1,    Total Lone-Parent Families,P3YCFSCF,2028,[P3YCFSCF],Int32,4,_3
1394,P3YCFSFP,Female Parent Families,Census Families by Family Structure,2,        Female Parent Families,P3YCFSLP,2028,[P3YCFSCF],Int32,4,_3
1395,P3YCFSMP,Male Parent Families,Census Families by Family Structure,2,        Male Parent Families,P3YCFSLP,2028,[P3YCFSCF],Int32,4,_3
1396,P3YCFSNFP,Number Of Family Persons,Census Families by Family Structure,0,Number Of Family Persons,,2028,[P3YCFSCF],Int32,4,_3
1397,P3YHFSCF,Total Census Family Households,Census Family Households by Family Structure,0,Total Census Family Households,,2028,[P3YHFSCF],Int32,4,_3
1398,P3YHFSC,Total Couple Family Households,Census Family Households by Family Structure,1,    Total Couple Family Households,P3YHFSCF,2028,[P3YHFSCF],Int32,4,_3
1399,P3YHFSCNC,Without Children At Home,Census Family Households by Family Structure,2,        Without Children At Home,P3YHFSC,2028,[P3YHFSCF],Int32,4,_3
1400,P3YHFSCWC,With Children At Home,Census Family Households by Family Structure,2,        With Children At Home,P3YHFSC,2028,[P3YHFSCF],Int32,4,_3
1401,P3YHFSM,Married Couple Family Households,Census Family Households by Family Structure,2,        Married Couple Family Households,P3YHFSC,2028,[P3YHFSCF],Int32,4,_3
1402,P3YHFSMNC,Without Children At Home,Census Family Households by Family Structure,3,            Without Children At Home,P3YHFSM,2028,[P3YHFSCF],Int32,4,_3
1403,P3YHFSMWC,With Children At Home,Census Family Households by Family Structure,3,            With Children At Home,P3YHFSM,2028,[P3YHFSCF],Int32,4,_3
1404,P3YHFSCL,Common-Law Couple Family Households,Census Family Households by Family Structure,2,        Common-Law Couple Family Households,P3YHFSC,2028,[P3YHFSCF],Int32,4,_3
1405,P3YHFSCLNC,Without Children At Home,Census Family Households by Family Structure,3,            Without Children At Home,P3YHFSCL,2028,[P3YHFSCF],Int32,4,_3
1406,P3YHFSCLWC,With Children At Home,Census Family Households by Family Structure,3,            With Children At Home,P3YHFSCL,2028,[P3YHFSCF],Int32,4,_3
1407,P3YHFSLP,Total Lone-Parent Family Households,Census Family Households by Family Structure,1,    Total Lone-Parent Family Households,P3YHFSCF,2028,[P3YHFSCF],Int32,4,_3
1408,P3YHFSFP,Female Parent Family Households,Census Family Households by Family Structure,2,        Female Parent Family Households,P3YHFSLP,2028,[P3YHFSCF],Int32,4,_3
1409,P3YHFSMP,Male Parent Family Households,Census Family Households by Family Structure,2,        Male Parent Family Households,P3YHFSLP,2028,[P3YHFSCF],Int32,4,_3
1410,P3YHFSWC,Percentage of Family Households with Children Living at Home,Census Family Households by Family Structure,0,Percentage of Family Households with Children Living at Home,,2028,[P3YBASHHD],Int32,4,_3
1411,P3YCHAKIDS,Total Number Of Children At Home,Total Children At Home by Age,0,Total Number Of Children At Home,,2028,[P3YCHAKIDS],Int32,4,_3
1412,P3YCHA_0_4,0 To 4,Total Children At Home by Age,1,    0 To 4,P3YCHAKIDS,2028,[P3YCHAKIDS],Int32,4,_3
1413,P3YCHA_5_9,5 To 9,Total Children At Home by Age,1,    5 To 9,P3YCHAKIDS,2028,[P3YCHAKIDS],Int32,4,_3
1414,P3YCHA1014,10 To 14,Total Children At Home by Age,1,    10 To 14,P3YCHAKIDS,2028,[P3YCHAKIDS],Int32,4,_3
1415,P3YCHA1519,15 To 19,Total Children At Home by Age,1,    15 To 19,P3YCHAKIDS,2028,[P3YCHAKIDS],Int32,4,_3
1416,P3YCHA2024,20 To 24,Total Children At Home by Age,1,    20 To 24,P3YCHAKIDS,2028,[P3YCHAKIDS],Int32,4,_3
1417,P3YCHA25P,25 Or More,Total Children At Home by Age,1,    25 Or More,P3YCHAKIDS,2028,[P3YCHAKIDS],Int32,4,_3
1418,P3YCHACFCH,Average Children Per Census Family,Total Children At Home by Age,0,Average Children Per Census Family,,2028,[P3YCHAKIDS],FixedDecimal,12.1,_3
1419,P3YCHAFHCH,Average Children Per Census Family Household,Total Children At Home by Age,0,Average Children Per Census Family Household,,2028,[P3YBASCFH],FixedDecimal,12.1,_3
1420,P3YCHAHHCH,Average Children Per Household,Total Children At Home by Age,0,Average Children Per Household,,2028,[P3YBASHHD],FixedDecimal,12.1,_3
1421,P3YTENHHD,Total Households For Tenure,Occupied Private Dwellings by Tenure,0,Total Households For Tenure,,2028,[P3YTENHHD],Int32,4,_3
1422,P3YTENOWN,Owned,Occupied Private Dwellings by Tenure,1,    Owned,P3YTENHHD,2028,[P3YTENHHD],Int32,4,_3
1423,P3YTENRENT,Rented,Occupied Private Dwellings by Tenure,1,    Rented,P3YTENHHD,2028,[P3YTENHHD],Int32,4,_3
1424,P3YTENBAND,Band Housing,Occupied Private Dwellings by Tenure,1,    Band Housing,P3YTENHHD,2028,[P3YTENHHD],Int32,4,_3
1425,P3YSTYHHD,Total Households For Structure Type,Occupied Private Dwellings by Structure Type,0,Total Households For Structure Type,,2028,[P3YSTYHHD],Int32,4,_3
1426,P3YSTYHOUS,Houses,Occupied Private Dwellings by Structure Type,1,    Houses,P3YSTYHHD,2028,[P3YSTYHHD],Int32,4,_3
1427,P3YSTYSING,Single-Detached House,Occupied Private Dwellings by Structure Type,2,        Single-Detached House,P3YSTYHOUS,2028,[P3YSTYHHD],Int32,4,_3
1428,P3YSTYSEMI,Semi-Detached House,Occupied Private Dwellings by Structure Type,2,        Semi-Detached House,P3YSTYHOUS,2028,[P3YSTYHHD],Int32,4,_3
1429,P3YSTYROW,Row House,Occupied Private Dwellings by Structure Type,2,        Row House,P3YSTYHOUS,2028,[P3YSTYHHD],Int32,4,_3
1430,P3YSTYAPT,"Apartment, Building Low And High Rise",Occupied Private Dwellings by Structure Type,1,"    Apartment, Building Low And High Rise",P3YSTYHHD,2028,[P3YSTYHHD],Int32,4,_3
1431,P3YSTYAP5P,"Apartment, Building That Has Five Or More Story",Occupied Private Dwellings by Structure Type,2,"        Apartment, Building That Has Five Or More Story",P3YSTYAPT,2028,[P3YSTYHHD],Int32,4,_3
1432,P3YSTYAPU5,"Apartment, Building That Has Fewer Than Five Story",Occupied Private Dwellings by Structure Type,2,"        Apartment, Building That Has Fewer Than Five Story",P3YSTYAPT,2028,[P3YSTYHHD],Int32,4,_3
1433,P3YSTYDUPL,Detached Duplex,Occupied Private Dwellings by Structure Type,2,        Detached Duplex,P3YSTYAPT,2028,[P3YSTYHHD],Int32,4,_3
1434,P3YSTYOTHR,Other Dwelling Types,Occupied Private Dwellings by Structure Type,1,    Other Dwelling Types,P3YSTYHHD,2028,[P3YSTYHHD],Int32,4,_3
1435,P3YSTYOATT,Other Single-Attached House,Occupied Private Dwellings by Structure Type,2,        Other Single-Attached House,P3YSTYOTHR,2028,[P3YSTYHHD],Int32,4,_3
1436,P3YSTYMOVE,Movable Dwelling,Occupied Private Dwellings by Structure Type,2,        Movable Dwelling,P3YSTYOTHR,2028,[P3YSTYHHD],Int32,4,_3
1437,P3YHRIHHD,Total Households,Households by Income (Constant Year),0,Total Households,,2028,[P3YHRIHHD],Int32,4,_3
1438,P3YHRI_020,"Household Income $0 To $19,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $0 To $19,999 (Constant Year 2020 $)",P3YHRIHHD,2028,[P3YHRIHHD],Int32,4,_3
1439,P3YHRI2040,"Household Income $20,000 To $39,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $20,000 To $39,999 (Constant Year 2020 $)",P3YHRIHHD,2028,[P3YHRIHHD],Int32,4,_3
1440,P3YHRI4060,"Household Income $40,000 To $59,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $40,000 To $59,999 (Constant Year 2020 $)",P3YHRIHHD,2028,[P3YHRIHHD],Int32,4,_3
1441,P3YHRI6080,"Household Income $60,000 To $79,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $60,000 To $79,999 (Constant Year 2020 $)",P3YHRIHHD,2028,[P3YHRIHHD],Int32,4,_3
1442,P3YHRIX100,"Household Income $80,000 To $99,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $80,000 To $99,999 (Constant Year 2020 $)",P3YHRIHHD,2028,[P3YHRIHHD],Int32,4,_3
1443,P3YHRI100P,"Household Income $100,000 Or Over (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $100,000 Or Over (Constant Year 2020 $)",P3YHRIHHD,2028,[P3YHRIHHD],Int32,4,_3
1444,P3YHRIX125,"Household Income $100,000 To $124,999 (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $100,000 To $124,999 (Constant Year 2020 $)",P3YHRI100P,2028,[P3YHRIHHD],Int32,4,_3
1445,P3YHRIX150,"Household Income $125,000 To $149,999 (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $125,000 To $149,999 (Constant Year 2020 $)",P3YHRI100P,2028,[P3YHRIHHD],Int32,4,_3
1446,P3YHRIX200,"Household Income $150,000 To $199,999 (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $150,000 To $199,999 (Constant Year 2020 $)",P3YHRI100P,2028,[P3YHRIHHD],Int32,4,_3
1447,P3YHRI200P,"Household Income $200,000 Or Over (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $200,000 Or Over (Constant Year 2020 $)",P3YHRI100P,2028,[P3YHRIHHD],Int32,4,_3
1448,P3YHRIX300,"Household Income $200,000 To $299,999 (Constant Year 2020 $)",Households by Income (Constant Year),3,"            Household Income $200,000 To $299,999 (Constant Year 2020 $)",P3YHRI200P,2028,[P3YHRIHHD],Int32,4,_3
1449,P3YHRI300P,"Household Income $300,000 Or Over (Constant Year 2020 $)",Households by Income (Constant Year),3,"            Household Income $300,000 Or Over (Constant Year 2020 $)",P3YHRI200P,2028,[P3YHRIHHD],Int32,4,_3
1450,P3YHRIAVG,Average Household Income (Constant Year 2020 $),Households by Income (Constant Year),0,Average Household Income (Constant Year 2020 $),,2028,[P3YHRIHHD],FixedDecimal,19.2,_3
